[2024-04-30 21:59:09,292    GlobalStatic.py:Create_InitLogger:    INFO] **************************************Program Start*****************************************
[2024-04-30 21:59:09,293    GlobalStatic.py:Create_InitLogger:    INFO] {'result': '1'}
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:36:17,009              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:36:17,009              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:36:17,009             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:36:17,009             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 16:36:17,009             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:36:17,009              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:36:17,009              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 16:36:17,009             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 16:36:17,009             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 16:37:51,283             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 16:37:51,283              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 16:37:51,283              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 16:37:51,283              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 16:37:51,284              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:37:51,284             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:37:51,284             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 16:37:51,284             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:37:51,284              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:37:51,284              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:37:51,284             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:37:51,284             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 16:37:51,284             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:37:51,284              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:37:51,284              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 16:37:51,284             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 16:37:51,284             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 16:39:25,299             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 16:39:25,299              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 16:39:25,299              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 16:39:25,299              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 16:39:25,299              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:39:25,299             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:39:25,299             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 16:39:25,299             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:39:25,299              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:39:25,299              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:39:25,300             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:39:25,300             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 16:39:25,300             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:39:25,300              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:39:25,300              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 16:39:25,300             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 16:39:25,300             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 16:41:00,857             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 16:41:00,857              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 16:41:00,857              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 16:41:00,857              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 16:41:00,857              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:41:00,857             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:41:00,857             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 16:41:00,857             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:41:00,857              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:41:00,857              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:41:00,857             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:41:00,857             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 16:41:00,857             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:41:00,858              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:41:00,858              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 16:41:00,858             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 16:41:00,858             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 16:42:33,462             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 16:42:33,462              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 16:42:33,462              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 16:42:33,462              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 16:42:33,462              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:42:33,462             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:42:33,462             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 16:42:33,462             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:42:33,462              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:42:33,462              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:42:33,462             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:42:33,463             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 16:42:33,463             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:42:33,463              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:42:33,463              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 16:42:33,463             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 16:42:33,463             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 16:44:08,527             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 16:44:08,527              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 16:44:08,527              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 16:44:08,527              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 16:44:08,527              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:44:08,528             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:44:08,528             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 16:44:08,528             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:44:08,528              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:44:08,528              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:44:08,528             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:44:08,528             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 16:44:08,528             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:44:08,528              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:44:08,528              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 16:44:08,528             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 16:44:08,528             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 16:45:43,788             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 16:45:43,788              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 16:45:43,788              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 16:45:43,788              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 16:45:43,789              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:45:43,789             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:45:43,789             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 16:45:43,789             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:45:43,789              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:45:43,789              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:45:43,789             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:45:43,789             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 16:45:43,789             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:45:43,789              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:45:43,789              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 16:45:43,789             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 16:45:43,789             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 16:47:16,884             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 16:47:16,884              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 16:47:16,884              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 16:47:16,884              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 16:47:16,884              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:47:16,884             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:47:16,884             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 16:47:16,884             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:47:16,884              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:47:16,885              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:47:16,885             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:47:16,885             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 16:47:16,885             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:47:16,885              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:47:16,885              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 16:47:16,885             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 16:47:16,885             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 16:48:50,672             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 16:48:50,672              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 16:48:50,672              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 16:48:50,672              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 16:48:50,672              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:48:50,672             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:48:50,672             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 16:48:50,672             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:48:50,672              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:48:50,672              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:48:50,672             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:48:50,672             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 16:48:50,672             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:48:50,673              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:48:50,673              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 16:48:50,673             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 16:48:50,673             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 16:50:25,932             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 16:50:25,932              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 16:50:25,932              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 16:50:25,932              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 16:50:25,932              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:50:25,932             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:50:25,932             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 16:50:25,932             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:50:25,932              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:50:25,932              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:50:25,932             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:50:25,933             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 16:50:25,933             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:50:25,933              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:50:25,933              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 16:50:25,933             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 16:50:25,933             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 16:52:01,259             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 16:52:01,260              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 16:52:01,260              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 16:52:01,260              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 16:52:01,260              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:52:01,260             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:52:01,260             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 16:52:01,260             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:52:01,260              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:52:01,260              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:52:01,260             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:52:01,260             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 16:52:01,260             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:52:01,260              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:52:01,261              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 16:52:01,261             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 16:52:01,261             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 16:53:38,127             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 16:53:38,127              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 16:53:38,127              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 16:53:38,127              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 16:53:38,127              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:53:38,127             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:53:38,127             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-05-01 16:53:38,127             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:53:38,127              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:53:38,127              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:53:38,127             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:53:38,127             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-05-01 16:53:38,127             TCP.py:     write:   ERROR] connect_serial_port Exception
Traceback (most recent call last):
  File "D:\Project\Kangaroo\02-Script\06-WIFI_OTA\Centimani_Kangaroo_WIFI_OTA\py\IQ_py\TCP\TCP.py", line 68, in write
    self.mSocket.send(cmd.encode())
ConnectionResetError: [WinError 10054] 遠端主機已強制關閉一個現存的連線。
[2024-05-01 16:53:38,127              IQ.py:     Write:    INFO] {'result': '0'}
[2024-05-01 16:53:38,127              IQ.py:     GenCW:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-05-01 16:53:38,127             cli.py:  <module>:    INFO] {'result': '0', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-05-01 16:53:38,127             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-05-01 16:55:11,416             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-05-01 16:55:11,416              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-05-01 16:55:11,416              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-05-01 16:55:11,416              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-05-01 16:55:11,416              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-05-01 16:55:11,416             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-05-01 16:55:11,416             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
